38.28842,21.78889,100.6,0,118.4759,-0.53662,0.41952,test,1745394350295
38.28842,21.78889,100.6,0,117.9232,-0.87735,0.11253,test,1745394354299
38.28842,21.78889,100.6,0,96.78941,0.24054,-6.67074,test,1745394356312
38.28842,21.78889,100.6,0,99.02454,-3.7567,-12.39626,test,1745394358313
38.28842,21.78889,100.6,0,95.91908,6.867,-4.4727,test,1745394360314
38.28842,21.78889,100.6,0,105.94515,-12.04626,-16.60243,test,1745394362316
38.28842,21.78889,100.6,0,136.56157,0.02801,-0.56543,test,1745394366329
38.28842,21.78889,100.6,0,135.91058,0.28044,-0.72034,test,1745394368336
38.28842,21.78889,100.6,0,136.31946,0.22272,-0.63158,test,1745394372343
38.28842,21.78889,100.6,0,135.26221,-0.20982,-0.71858,test,1745394376350
38.28842,21.78889,100.6,0,136.84373,0.40883,-0.61147,test,1745394380355
38.28842,21.78889,100.6,0,136.50322,0.0826,-0.15659,test,1745394384359
38.28842,21.78889,100.6,0,135.83688,0.36235,-0.61841,test,1745394386362
38.28842,21.78889,100.6,0,135.43756,0.34816,-0.7572,test,1745394388363
38.28842,21.78889,100.6,0,135.90875,0.20976,-0.7184,test,1745394390365
38.28842,21.78889,100.6,0,136.28691,0.30743,-0.57816,test,1745394394386
38.28842,21.78889,100.6,0,134.04172,-59.09729,18.33363,test,1745394396388
38.28842,21.78889,100.6,0,157.00224,-5.72716,2.4918,test,1745394400444
38.28842,21.78889,100.6,0,338.34085,-8.29283,-9.66467,test,1745394402446
38.28842,21.78889,100.6,0,346.79218,-17.99196,2.82338,test,1745394404448
38.28842,21.78889,100.6,0,9.77865,-13.30775,0.86107,test,1745394406450
38.28842,21.78889,100.6,0,11.83943,-9.95776,-1.65765,test,1745394408452
38.28842,21.78889,100.6,0,15.98032,-10.08305,-5.83085,test,1745394410455
38.28842,21.78889,100.6,0,9.51037,3.10652,-1.52954,test,1745394412460
38.28842,21.78889,100.6,0,9.04628,0.62692,-1.82672,test,1745394414462
38.28842,21.78889,100.6,0,359.02029,-8.69833,5.25004,test,1745394416465
38.28842,21.78889,100.6,0,7.61438,-5.72498,0.65949,test,1745394418467
38.28842,21.78889,100.6,0,7.83476,-7.80836,1.14601,test,1745394420469
38.28842,21.78889,100.6,0,7.65288,-9.09053,0.99286,test,1745394422471
38.28842,21.78889,100.6,0,8.60084,-6.93532,-0.78788,test,1745394426476
38.28842,21.78889,100.6,0,8.75355,-8.85542,-0.93614,test,1745394428478
38.28842,21.78889,100.6,0,10.0266,-10.12892,-1.31098,test,1745394430498
38.28842,21.78889,100.6,0,10.11488,-9.10091,-1.95596,test,1745394434502
38.28842,21.78889,100.6,0,27.24585,-9.80286,-7.2857,test,1745394438506
38.28842,21.78889,100.6,0,11.6236,-9.19749,0.43011,test,1745394440510
38.28842,21.78889,100.6,0,11.6236,-9.19749,0.43011,test,1745394442522
38.28812,21.78882,97,0,183.44452,-37.45663,-33.76694,test,1745394548693
38.28812,21.78882,97,0,189.13145,-26.43187,-15.03911,test,1745394550703
38.28812,21.78882,97,0,187.50482,-36.26599,-16.95815,test,1745394554713
38.28812,21.78882,97,0,263.78979,-48.50453,-5.06433,test,1745394558723
38.28812,21.78882,97,0,230.44867,-29.18674,2.73269,test,1745394560729
38.28812,21.78882,97,0,257.52078,-40.12915,-18.71262,test,1745394564740
38.28812,21.78882,97,0,284.70288,-51.82814,-14.04189,test,1745394566748
38.28812,21.78882,97,0,240.87616,-39.2207,-24.52272,test,1745394568752
38.28812,21.78882,97,0,215.34616,-14.062,-12.81082,test,1745394570757
38.28812,21.78882,97,0,231.61028,-20.69788,-20.30443,test,1745394574768
38.28812,21.78882,97,0,275.64105,-38.0831,-23.41995,test,1745394576790
38.28812,21.78882,97,0,223.58839,-34.70784,-6.18918,test,1745394580518
38.28812,21.78882,97,0,274.72488,-40.62463,-9.94878,test,1745394604437
38.28769,21.78775,97,0,293.2258,-34.41481,-34.45661,test,1745394608455
38.28769,21.78775,97,0,283.09045,-38.45889,-12.42624,test,1745394612465
38.28769,21.78775,97,0,267.24115,-27.69597,-27.35109,test,1745394616476
38.28769,21.78775,97,0,17.33425,-39.78723,-7.36263,test,1745394618482
38.28769,21.78775,97,0,4.5421,-28.42578,-33.89473,test,1745394622496
38.28769,21.78775,97,0,291.23856,-43.81946,-13.44624,test,1745394624503
38.28769,21.78775,97,0,252.7851,-37.70245,-2.67112,test,1745394626510
38.28769,21.78774,97,0,203.94748,9.46432,17.77243,test,1745394630239
38.28769,21.78774,97,0,271.81219,-13.91142,8.03691,test,1745394634257
38.28769,21.78774,97,0,288.28079,-12.84358,14.21304,test,1745394636285
38.28769,21.78774,97,0,300.12335,-22.88564,-4.4414,test,1745394638287
38.28769,21.78774,97,0,286.50134,-20.72662,10.03419,test,1745394640324
38.28769,21.78774,97,0,259.41138,-31.35928,-0.9767,test,1745394644328
