lat,lon,alt,speed,yaw,pitch,roll,id,timestamp
38.28770000000000,21.78750000000000,92.4,2.0,90,0,0,test,1747910793000
38.28772000000000,21.78754000000000,92.4,2.1,90,0,0,test,1747910794000
38.28774000000000,21.78758000000000,92.4,2.2,90,0,0,test,1747910795000
38.28776000000000,21.78762000000000,92.4,2.2,90,0,0,test,1747910796000
38.28778000000000,21.78766000000000,92.4,2.3,90,0,0,test,1747910797000
38.28780000000000,21.78770000000000,92.4,2.3,90,0,0,test,1747910798000
38.28782000000000,21.78774000000000,92.4,2.4,90,0,0,test,1747910799000
38.28784000000000,21.78778000000000,92.4,2.4,90,0,0,test,1747910800000
38.28786000000000,21.78782000000000,92.4,2.3,90,0,0,test,1747910801000
38.28788000000000,21.78786000000000,92.4,2.2,90,0,0,test,1747910802000
38.28790000000000,21.78790000000000,92.4,2.0,90,0,0,test,1747910803000

